"age","gender","foot_length","height"
10.25,"female",197,125.8
10.3333333333333,"female",235,147.7
11.25,"female",226,140.5
11,"female",219,138
11.8333333333333,"female",222,142
11.5,"female",235,150.3
5.08333333333333,"female",165,106
15.5833333333333,"male",237,147.3
16.5833333333333,"male",284,182.9
17.3333333333333,"male",274,182.4
17.5,"male",277,172.3
17.9166666666667,"male",274,180.3
17.3333333333333,"male",269,173.3
18.5833333333333,"male",305,186.6
16.9166666666667,"male",289,184.8
17.3333333333333,"male",284,180.9
16.6666666666667,"male",282,175.3
18.5,"female",227,154.3
17.6666666666667,"female",242,167.1
16.25,"female",269,170
15,"female",242,166.9
15,"female",271,172.2
16.6666666666667,"female",259,169.3
16.5,"female",235,162.1
14.5833333333333,"female",235,156
14.3333333333333,"female",223,158.2
15.4166666666667,"female",253,162.6
15.5,"female",222,154.1
16.9166666666667,"female",250,169.7
17.4166666666667,"female",231,154.9
15.6666666666667,"female",216,157.7
16.0833333333333,"female",236,156.2
16,"female",240,163.3
18,"female",235,154.3
17.5833333333333,"female",246,152.4
15.75,"female",243,153.2
15.6666666666667,"female",225,154.8
17.25,"female",229,157.7
18,"female",227,160
16.1666666666667,"female",224,156.8
15.9166666666667,"female",239,160.7
14.8333333333333,"female",267,170.1
14.75,"female",259,160.7
17.25,"female",220,161.6
15.6666666666667,"female",247,166.1
16,"female",235,162.7
20,"male",265,174.4
14.9166666666667,"male",268,169.6
16.9166666666667,"male",279,183.1
14.75,"male",250,155.8
14.25,"male",276,168.2
15.1666666666667,"male",272,181.4
15.6666666666667,"male",271,179.5
15,"male",264,164.5
18.5833333333333,"male",283,172.8
16.1666666666667,"male",260,172.3
16.9166666666667,"male",256,172
16.4166666666667,"male",279,175.5
17.4166666666667,"male",269,172.7
14.3333333333333,"male",231,154.6
16.1666666666667,"female",240,165.9
17.6666666666667,"female",246,167.1
16.3333333333333,"female",249,162.9
16.5833333333333,"female",234,164.4
17.8333333333333,"female",231,157.4
15.4166666666667,"female",263,162.2
4.91666666666667,"female",173,106.2
4.33333333333333,"male",170,107.8
4.58333333333333,"female",197,116.6
3.91666666666667,"female",165,103.9
2.83333333333333,"female",147,93.6
4.16666666666667,"female",178,105.2
3.5,"female",166,103.3
3.91666666666667,"male",161,99.9
6.5,"female",195,115.9
8.41666666666667,"female",219,138.3
8.66666666666667,"female",214,129.4
8.16666666666667,"female",217,129.1
8.08333333333333,"female",201,130.3
6.16666666666667,"female",178,119.3
6.91666666666667,"female",195,125.3
5.75,"male",NA,NA
8.25,"male",205,126.2
8.33333333333333,"male",203,140
8.66666666666667,"male",211,130.6
7,"male",196,122.9
6.75,"male",227,130.9
6.83333333333333,"male",193,129.7
6.16666666666667,"male",185,118.3
6.41666666666667,"male",184,118.4
7.58333333333333,"male",191,122.3
5.91666666666667,"male",172,110.1
5.75,"male",183,110.4
6,"male",165,102.9
6.5,"male",203,123.6
7.33333333333333,"male",210,127.5
8.66666666666667,"male",199,128.5
7.5,"male",209,122.2
6.58333333333333,"male",186,123.1
6.58333333333333,"male",171,109
9.58333333333333,"male",221,141.2
7.58333333333333,"male",190,122.1
7.91666666666667,"male",204,134
7.5,"male",184,119.7
7.83333333333333,"male",187,122.8
7.33333333333333,"male",181,117.4
6.25,"male",195,125.3
8.25,"male",198,120.4
8.25,"male",204,131.5
8.5,"male",215,135.6
7.25,"male",193,121.4
5.5,"male",184,113.3
5.91666666666667,"male",183,112.9
6.83333333333333,"male",187,119.2
7.91666666666667,"male",193,124
8.75,"male",223,135.8
7.08333333333333,"female",191,122.8
8.66666666666667,"female",196,134.3
6.08333333333333,"female",188,116.5
7.41666666666667,"female",216,133.5
7.16666666666667,"female",NA,123.7
5.75,"female",199,127
5.25,"female",178,105.3
6.16666666666667,"female",188,117.9
7.41666666666667,"female",192,125.8
5.5,"male",175,112.8
3.75,"male",149,95.7
4.83333333333333,"male",165,106.3
5,"male",174,109.4
4.66666666666667,"male",169,106.2
3.66666666666667,"male",161,102.2
3.41666666666667,"male",154,98
2.83333333333333,"female",145,92.2
2.66666666666667,"female",147,94.4
4.33333333333333,"female",166,107.5
5.66666666666667,"female",181,110.2
4.58333333333333,"male",180,110.7
4.25,"female",160,99
5.91666666666667,"female",182,115.9
3.08333333333333,"male",154,94.7
4.41666666666667,"male",183,113.3
4.16666666666667,"female",166,105.4
4.66666666666667,"female",182,113.1
4.08333333333333,"female",170,106.6
4.41666666666667,"male",182,113.1
4.58333333333333,"female",186,118.6
4.58333333333333,"female",181,108.6
4.75,"female",167,102.7
4.41666666666667,"female",159,101.4
4,"male",154,98.8
5,"female",181,117.6
4.41666666666667,"male",171,111.9
3.66666666666667,"male",173,103.5
3.08333333333333,"male",158,97.2
3,"male",152,95
4,"female",176,107
4.16666666666667,"female",178,112.3
4.83333333333333,"female",184,112.6
4.58333333333333,"female",176,105.8
4.58333333333333,"female",168,108.8
4.08333333333333,"female",154,97.6
3,"female",133,88.4
5.25,"female",171,110.6
4.83333333333333,"male",151,97.9
7.5,"male",197,133.3
8.08333333333333,"male",182,120.7
11.5,"male",220,144.8
17.5,"male",274,182.9
17.1666666666667,"male",255,175.7
13,"male",242,157.8
14.4166666666667,"male",238,156.2
14.25,"male",249,162.2
15.5833333333333,"male",265,171.5
17.9166666666667,"male",248,174.8
12.9166666666667,"male",220,147.9
7.41666666666667,"male",192,128.5
5.33333333333333,"male",176,111.3
4.75,"female",175,109.2
14.3333333333333,"male",253,158.5
14.8333333333333,"male",252,162.8
13.8333333333333,"male",271,167.7
14.1666666666667,"male",281,173.8
11.6666666666667,"male",233,148.1
3.91666666666667,"male",161,105.4
5.5,"male",189,119.8
12.5833333333333,"female",233,151.4
7.33333333333333,"female",188,125.1
7.75,"female",173,115.9
9.5,"female",198,134.3
9.75,"female",206,142.7
10.9166666666667,"female",222,142.2
10.5833333333333,"female",213,140.9
11.8333333333333,"female",230,147.2
11.3333333333333,"female",208,133.4
9.41666666666667,"female",203,125.4
9.66666666666667,"female",196,135.7
5.66666666666667,"female",170,113.3
7.5,"female",182,118.6
5.66666666666667,"female",184,115.4
6.08333333333333,"female",173,106.3
11.8333333333333,"female",235,155.1
11.8333333333333,"female",240,154.6
7,"female",177,113.8
6.33333333333333,"female",162,111.4
8.5,"female",207,128.5
8.66666666666667,"female",213,135
5.5,"female",180,116.6
5.16666666666667,"female",163,105.2
9,"female",203,130.8
4.75,"male",170,108.9
7.16666666666667,"male",201,121.3
13.1666666666667,"female",231,160.2
11.25,"female",218,149.7
2,"female",123,84.6
6.25,"male",212,128.2
3.08333333333333,"male",154,98.3
9.83333333333333,"female",213,134.4
8.25,"female",178,118.1
5.08333333333333,"female",158,102.5
14,"female",232,158
13.8333333333333,"female",237,153.6
10,"female",228,136.6
11.9166666666667,"male",207,132.8
2.16666666666667,"female",142,85.8
4.5,"male",181,111.3
9.58333333333333,"male",221,141.8
9.91666666666667,"male",213,132.2
10.3333333333333,"male",211,136.8
7.58333333333333,"male",168,111.9
8,"male",213,138.7
8.08333333333333,"male",193,123.4
11,"male",247,153.6
10.5833333333333,"male",219,135.1
10.3333333333333,"male",213,130.6
10.8333333333333,"male",204,137.4
10.5,"male",237,147
8.58333333333333,"male",208,132
9.08333333333333,"male",195,131.5
8.5,"male",228,134.9
6.16666666666667,"male",183,116.4
5.91666666666667,"male",178,110.9
7.16666666666667,"male",196,126.8
6.33333333333333,"male",199,121.1
7.25,"male",188,122.6
5.83333333333333,"male",174,114.8
5.25,"male",188,116.1
6.91666666666667,"male",185,119.9
6.5,"male",197,124.3
9.16666666666667,"male",212,138
9.16666666666667,"male",236,141.9
10.3333333333333,"male",221,137.6
10.9166666666667,"male",226,140.6
10.6666666666667,"male",233,147.7
9.25,"male",208,133.5
7.33333333333333,"male",183,122.7
9.16666666666667,"male",213,133.4
8.08333333333333,"male",206,133.7
8.41666666666667,"male",213,134.4
8.75,"female",210,136.3
9,"female",194,127.2
8.91666666666667,"female",192,129.7
8.91666666666667,"female",200,131.4
9,"female",205,130.1
8.41666666666667,"female",190,122.8
11.9166666666667,"female",226,149.3
11.3333333333333,"female",223,142.6
5.83333333333333,"female",190,118
6.08333333333333,"female",167,113
6.16666666666667,"female",163,104.4
6.83333333333333,"female",187,118
7.25,"female",197,126
7.41666666666667,"female",188,123.6
7.83333333333333,"female",203,127.9
11.1666666666667,"female",224,143.5
10.6666666666667,"female",182,122
10.3333333333333,"female",218,135.3
10.3333333333333,"female",221,140.2
7.33333333333333,"female",192,122.3
7.41666666666667,"female",196,126
9.75,"female",202,134.7
10.25,"female",232,138.4
9.33333333333333,"female",190,121.5
9.58333333333333,"female",200,132.9
5.33333333333333,"female",164,108
5.91666666666667,"female",179,115.4
7.66666666666667,"female",193,124.6
7.5,"female",185,123.3
12,"female",245,149.2
12.9166666666667,"female",239,158.3
6.75,"female",181,111.4
6.41666666666667,"female",183,115.6
8.58333333333333,"female",214,134.1
11.1666666666667,"female",229,148.4
11.6666666666667,"female",219,150.8
12.25,"male",238,150
11.4166666666667,"male",230,145.1
12.5,"male",246,155.4
9.41666666666667,"male",223,137.2
6.83333333333333,"male",179,112.6
5.58333333333333,"male",196,119.5
5.33333333333333,"male",NA,108.5
14.25,"female",234,163.5
13.5833333333333,"female",238,160.3
13.4166666666667,"female",229,163
9.83333333333333,"female",201,128.6
7.33333333333333,"male",210,133.8
9.83333333333333,"female",211,141.5
13.5833333333333,"female",239,166.1
12.5,"female",224,156.5
13.0833333333333,"female",232,153.6
13.25,"female",241,158.4
11.3333333333333,"female",232,149.4
11.1666666666667,"female",225,148.9
12.5833333333333,"female",244,162.2
14.1666666666667,"male",247,163.1
12.5,"male",245,158.8
12.5833333333333,"male",250,152.4
12.3333333333333,"male",236,159.9
12.8333333333333,"male",224,141.7
11.3333333333333,"male",224,137
11.3333333333333,"male",248,154.5
11.8333333333333,"male",249,163.4
12.5833333333333,"male",263,159.4
11.5833333333333,"male",239,153.1
7.58333333333333,"male",209,138.6
7.5,"male",192,125.4
9.25,"male",207,140
10,"male",220,144.8
10.6666666666667,"male",211,138.5
9.41666666666667,"male",200,129.9
9.75,"male",199,133.6
10.4166666666667,"male",242,146.2
10.1666666666667,"male",230,147.6
12.4166666666667,"male",232,152.8
7.16666666666667,"male",182,124.9
6.5,"male",186,122.6
12.4166666666667,"female",218,152.6
13.1666666666667,"female",216,151
13.0833333333333,"female",256,168.9
11,"female",245,144.1
10.5833333333333,"female",200,136.5
10.1666666666667,"female",228,148.3
11.5833333333333,"female",245,156.1
9,"female",208,135.6
9.16666666666667,"female",216,135.8
6.66666666666667,"female",191,118.7
7.08333333333333,"female",188,118.7
10.75,"female",217,141.1
10.5833333333333,"female",231,149.1
10.6666666666667,"female",233,148.5
10.6666666666667,"female",214,135.1
5.83333333333333,"female",180,116.1
6.08333333333333,"female",178,117.2
11.5,"male",207,133.4
11.8333333333333,"male",244,149
10.4166666666667,"male",233,155.9
10.9166666666667,"male",242,147.9
5.75,"male",183,120.2
5.25,"male",202,119.5
7.16666666666667,"male",179,112.5
6.41666666666667,"male",191,123.8
6.16666666666667,"male",190,119.2
9.33333333333333,"male",200,135.2
9.5,"male",235,150.1
5.41666666666667,"male",171,109
6,"male",175,113.3
10.4166666666667,"male",211,130.6
10.8333333333333,"male",211,141
11.1666666666667,"male",231,138.9
8,"male",215,130.4
8.25,"male",219,136.8
12.4166666666667,"male",225,141.3
5.58333333333333,"male",180,107.7
5.41666666666667,"male",172,107.4
5.25,"male",168,109.9
5.41666666666667,"male",183,113.9
5.41666666666667,"male",175,109
6.16666666666667,"male",177,114.6
6.16666666666667,"male",194,120.7
5.5,"male",170,112.5
7.5,"male",198,126.9
3.66666666666667,"female",151,97.4
6.25,"female",177,110.5
4.83333333333333,"male",167,105
5.41666666666667,"male",183,118.2
3.75,"female",162,103.8
7.66666666666667,"male",187,117.3
8.41666666666667,"male",192,126.6
9.25,"male",225,136.8
9.66666666666667,"male",215,136.7
11.9166666666667,"male",245,150.6
6.58333333333333,"female",175,110.5
8,"female",182,114.5
6.75,"female",201,123.5
10,"female",217,135.6
11.8333333333333,"female",227,146.2
11.9166666666667,"female",246,155.2
11.3333333333333,"female",208,132.1
12.0833333333333,"female",221,137.5
6.25,"female",186,114.2
6.83333333333333,"female",184,118
7.58333333333333,"female",196,121.8
11.25,"male",221,135.6
11.3333333333333,"male",226,143.4
12,"male",240,153.4
11.4166666666667,"male",233,143.7
12.0833333333333,"male",231,147.3
11.5,"male",236,146.7
11.1666666666667,"male",217,140
13.5833333333333,"male",245,152.3
14.1666666666667,"male",240,158.7
13.6666666666667,"male",283,168.5
14.5833333333333,"male",267,164.1
13.5833333333333,"male",248,148.4
14,"male",260,162.2
13.5833333333333,"male",238,156.5
13.5,"male",266,173.1
13.1666666666667,"male",228,143.6
13.3333333333333,"male",259,154.3
12.5833333333333,"female",236,152.6
12.5,"female",251,154.3
12.6666666666667,"female",259,161.6
13.9166666666667,"female",259,161.3
13.4166666666667,"female",223,147.3
13.6666666666667,"female",236,158.1
13.5833333333333,"female",241,155.4
13.5,"female",253,169
14.0833333333333,"female",260,174.3
12.0833333333333,"female",249,159.9
11.25,"female",251,157.4
11.5,"female",223,138.2
11.9166666666667,"female",227,151.9
12.0833333333333,"female",229,155.8
7,"male",168,117.9
6.25,"male",182,119.1
9.83333333333333,"male",221,142.6
10.4166666666667,"male",216,138.1
12.0833333333333,"male",258,148
5.33333333333333,"male",170,109.6
11.25,"male",227,140.7
7.5,"male",204,126.4
7.5,"male",203,126.9
10.75,"male",219,143.7
6.41666666666667,"female",188,114.7
6.25,"female",200,123
7.66666666666667,"female",202,128.1
7.25,"female",196,118.4
7.91666666666667,"female",213,127.1
8.66666666666667,"female",198,127.6
9.41666666666667,"female",254,149.9
9.33333333333333,"female",222,138.5
11.0833333333333,"female",225,153
11.0833333333333,"female",226,147.5
12,"female",250,159.9
10.5,"female",241,156.6
10.1666666666667,"female",234,150.1
10.6666666666667,"female",224,140.7
10.3333333333333,"female",238,159
5.41666666666667,"male",179,112.1
5.75,"male",176,111.3
6.5,"male",188,117.6
6.75,"male",215,132
11.4166666666667,"male",240,148.4
10.8333333333333,"male",226,143.7
10.5833333333333,"male",235,142.1
6.25,"male",178,118.1
9.75,"male",202,130.8
11.1666666666667,"male",219,140
9.41666666666667,"male",226,145
7.58333333333333,"male",203,129.8
10,"female",193,125.9
11.1666666666667,"female",223,147.3
10.25,"female",225,139.1
11,"female",234,146.9
8.58333333333333,"female",192,129.9
11.4166666666667,"female",256,155
10.25,"female",220,142.6
10.75,"female",221,146.2
10.3333333333333,"female",216,136.6
7.33333333333333,"female",199,128
11.8333333333333,"female",249,149
11.6666666666667,"female",233,151.3
6,"female",180,111.2
5.41666666666667,"female",163,110.3
6.16666666666667,"female",174,117.3
7.08333333333333,"female",185,116.6
10.25,"male",216,138.6
10.9166666666667,"male",238,148.5
6.91666666666667,"male",180,118
6.5,"male",193,121.5
9.33333333333333,"male",215,138.7
10,"male",203,130.4
11.3333333333333,"male",213,136.1
11.75,"male",226,146.8
6.08333333333333,"male",181,112.7
9.66666666666667,"male",248,150.8
9.33333333333333,"male",211,137.8
9.58333333333333,"female",201,124.5
9.5,"female",218,138.1
9.58333333333333,"female",212,136.2
9.66666666666667,"female",227,141.7
10.75,"female",198,133.5
9.83333333333333,"female",212,142.1
8.75,"female",207,129.9
8.83333333333333,"female",186,126.2
8.58333333333333,"female",192,127
7.33333333333333,"female",170,109.2
7.91666666666667,"female",230,140.5
7.66666666666667,"female",197,128.5
8.41666666666667,"female",188,120.1
9.33333333333333,"male",223,139.6
10.25,"male",227,144.1
8.75,"male",210,136.1
9.75,"male",221,134.7
9.75,"male",216,136.7
9.41666666666667,"male",218,133.5
10,"male",233,143.6
10.6666666666667,"male",227,146.4
9.66666666666667,"male",206,139
9.75,"male",232,137.9
2.58333333333333,"female",138,86.7
5.66666666666667,"male",192,124.1
6,"female",173,110.9
4.58333333333333,"male",172,108.6
3.75,"male",147,93.2
2.41666666666667,"male",154,93.8
2.83333333333333,"male",159,94.8
3.33333333333333,"male",161,98.7
4.66666666666667,"female",172,105.9
2.16666666666667,"female",140,87.5
4.16666666666667,"female",153,100
4,"female",169,109.8
4,"female",153,97.8
2.41666666666667,"male",NA,92.3
2.91666666666667,"male",148,91.7
2,"female",131,84.2
3.41666666666667,"female",138,91.8
3.75,"female",161,102
4.25,"male",168,106
3.66666666666667,"male",143,93.6
4.83333333333333,"male",178,109.5
3.58333333333333,"male",157,98.4
3.91666666666667,"male",168,101.5
2.25,"male",153,89.5
2.41666666666667,"male",132,87.6
2.33333333333333,"female",138,91
3.58333333333333,"male",168,103.7
3.5,"female",147,94.7
3,"male",161,99.7
4.16666666666667,"male",158,98.8
3.33333333333333,"male",149,97.2
3.58333333333333,"male",147,98.2
3.25,"male",162,100.3
2,"male",135,87.9
2.5,"male",155,97.4
2.16666666666667,"female",119,83.8
3.41666666666667,"male",146,97.2
2.33333333333333,"male",151,92.1
13.3333333333333,"female",233,153.3
13.3333333333333,"female",228,158.4
13.9166666666667,"female",261,159.8
14.4166666666667,"female",216,153.2
13.25,"female",253,166.7
13.75,"female",246,157.7
13.25,"female",259,153.1
14.25,"female",243,159.7
13.3333333333333,"female",244,153.8
12.5,"female",207,140.4
12.4166666666667,"female",236,150.6
15.4166666666667,"female",240,159.1
13.25,"female",241,166
13.9166666666667,"female",253,168.8
14.6666666666667,"female",248,158.7
13.5,"female",256,163.9
13,"female",246,154.3
13.1666666666667,"female",257,165.9
13.5,"female",241,146.6
13.1666666666667,"female",266,165.1
12.5833333333333,"male",252,153.2
13.4166666666667,"male",237,146
13.25,"male",233,142.8
13.8333333333333,"male",283,170.7
13.75,"male",249,154.6
13.5,"male",284,162.9
13.8333333333333,"male",235,150.6
14.25,"male",250,168.1
14.75,"male",261,166.9
14.3333333333333,"male",257,173.4
14.25,"male",260,167.3
13.5833333333333,"male",250,146.6
13.6666666666667,"male",254,162.7
13.5,"male",248,157.5
4.83333333333333,"male",171,108.9
3.91666666666667,"female",150,104
3.83333333333333,"male",154,106
5.25,"female",160,103.1
4.66666666666667,"male",166,106.5
4,"female",157,105
2.16666666666667,"male",130,85.8
3.75,"female",145,96.3
3.5,"male",156,98.3
3.33333333333333,"female",149,93.8
6.16666666666667,"female",179,110.1
5.66666666666667,"male",159,106.1
3.25,"female",158,98.7
2.41666666666667,"male",128,83.3
2.33333333333333,"female",136,88.8
2.5,"male",178,102.9
2.83333333333333,"male",153,94.1
2.83333333333333,"female",151,95.8
4.16666666666667,"male",154,103
2.83333333333333,"male",141,91.8
2.83333333333333,"male",150,94.3
2.75,"male",138,89.3
5.91666666666667,"female",185,117.4
5.41666666666667,"male",157,103.3
18.0833333333333,"male",272,175.6
18.1666666666667,"male",286,185.3
18,"male",284,173.2
17.9166666666667,"male",258,171.2
15.6666666666667,"male",271,165.5
16.5,"male",260,173
17.3333333333333,"male",273,174.6
14.6666666666667,"male",264,165.5
17.5833333333333,"male",280,182.2
17.0833333333333,"male",260,167.2
17.9166666666667,"male",229,157.1
17,"male",275,180
14.5,"male",248,158
15.1666666666667,"male",268,169.5
15.9166666666667,"male",255,151.7
15.9166666666667,"male",279,174.7
14.75,"male",256,173.4
14.25,"male",268,171.6
16.1666666666667,"male",248,165.3
14.6666666666667,"male",257,162.4
15.9166666666667,"male",272,177.6
14.25,"male",255,160.6
15.0833333333333,"male",262,163.2
15,"male",279,170.1
18.25,"female",269,171.2
16.3333333333333,"female",253,165.4
15.1666666666667,"female",241,159.7
14.4166666666667,"female",244,164.5
16.4166666666667,"female",234,163.5
16.5,"female",248,163.3
15.25,"female",263,176.6
15.3333333333333,"female",221,158.3
15.1666666666667,"female",225,157.6
15.5,"female",244,161.1
17.75,"female",227,169.4
18.0833333333333,"female",240,153.8
16.75,"female",234,152.6
16.5833333333333,"female",224,156.8
16.6666666666667,"female",231,162.5
16.4166666666667,"female",237,157.4
18,"female",268,156.7
18.9166666666667,"female",247,162.1
17.4166666666667,"female",263,167.7
16.25,"female",265,157.9
15.4166666666667,"female",234,154.1
15.0833333333333,"female",229,162.4
17.6666666666667,"female",231,163.4
17.4166666666667,"female",230,166.3
14.75,"female",220,150.6
13.5833333333333,"male",255,161.3
14.4166666666667,"male",240,153.1
13.5,"male",246,150.3
13.9166666666667,"male",249,156.5
14.1666666666667,"male",271,175.7
13.25,"male",242,144
12.4166666666667,"male",237,146.4
13.75,"male",261,157.8
14.75,"male",254,159.1
14.1666666666667,"male",256,160.5
12.75,"male",251,162.7
12.4166666666667,"male",249,151.2
13.3333333333333,"female",223,154.7
12.3333333333333,"female",233,155.6
12.25,"female",234,146.9
14,"female",243,153.6
13.3333333333333,"female",234,149.7
12.5,"female",223,159.8
13.5,"female",219,151.2
12.3333333333333,"female",217,141.5
13.0833333333333,"female",211,134.1
12.5833333333333,"female",240,157.2
7.08333333333333,"female",203,133.3
6.75,"female",187,118.2
7.25,"female",204,129.4
6.5,"female",171,112.2
6.5,"female",187,113.8
6.75,"female",195,122.5
8,"female",214,133.7
7.66666666666667,"female",195,126.4
6.41666666666667,"female",180,114.7
6.25,"female",177,115
7.33333333333333,"female",201,125.4
8.25,"female",205,124
7.41666666666667,"female",196,132.2
7.91666666666667,"female",215,134.9
11.5833333333333,"female",240,147.6
12.3333333333333,"female",248,152.3
11.8333333333333,"female",223,141.7
11.0833333333333,"female",215,138.3
9.25,"female",198,127.5
8.75,"female",215,133
8.5,"female",203,130
8.5,"female",218,136.4
8.83333333333333,"female",208,132.7
8.83333333333333,"female",195,130.6
8.83333333333333,"female",194,127.5
8.66666666666667,"female",206,126.6
10.6666666666667,"female",230,143.6
9.5,"female",230,143.5
10.8333333333333,"female",243,152
9.83333333333333,"female",202,127.4
10.25,"female",209,133.2
9.66666666666667,"female",209,134.1
6.33333333333333,"female",198,119.5
6.58333333333333,"female",202,129.2
15.3333333333333,"female",269,176.5
16.25,"female",271,169.3
14.5833333333333,"female",275,170.9
16.9166666666667,"female",241,163.1
14.4166666666667,"female",270,173.1
15.25,"female",250,161
15,"female",241,164.6
15.5,"female",249,159.5
8.75,"female",206,129
8,"male",197,131.8
7.66666666666667,"male",204,127.3
11.1666666666667,"male",231,145.3
10.8333333333333,"male",233,142.4
10.75,"male",221,138.9
7.33333333333333,"male",197,129.4
9.25,"male",202,126.5
6.5,"male",175,115.2
7.08333333333333,"male",190,NA
6.66666666666667,"male",183,117
6.58333333333333,"male",205,120.5
17.3333333333333,"female",247,170.5
15.1666666666667,"female",244,160.4
15.0833333333333,"female",248,164.3
17.25,"female",230,156.5
18.3333333333333,"female",230,160
14.8333333333333,"female",231,161.5
15.0833333333333,"female",249,167.6
14.8333333333333,"female",253,159
15.25,"male",270,177.4
14.3333333333333,"male",247,157.9
16.1666666666667,"male",262,169.5
14.5,"male",237,146.4
14.4166666666667,"male",237,162.8
15,"male",267,179.3
15.3333333333333,"male",266,169.9
16.4166666666667,"male",260,173.2
14.9166666666667,"male",259,164
14.5833333333333,"male",254,165.5
15.1666666666667,"male",258,165.1
15,"male",262,169.6
17.1666666666667,"female",258,165.7
14.3333333333333,"female",255,159.2
14.5833333333333,"female",240,157.9
17.9166666666667,"male",290,185.1
16.0833333333333,"male",236,164.6
18.25,"male",279,177.7
11.9166666666667,"male",237,148.2
11,"male",227,137.8
16.1666666666667,"male",249,172.8
18.5833333333333,"male",264,178.9
18.4166666666667,"male",270,168.7
18.1666666666667,"male",276,178.6
16.8333333333333,"male",262,171.8
17.5,"male",248,169.8
17.5,"male",275,179.9
16.1666666666667,"male",277,180.2
17.25,"male",271,177.5
16.4166666666667,"male",270,182
16.1666666666667,"male",275,173.8
19.1666666666667,"male",268,171.1
18.1666666666667,"male",272,170.1
18.1666666666667,"male",277,181.8
17.3333333333333,"male",281,186.8
16.5833333333333,"male",234,163.7
16.5,"male",268,170.4
16.5833333333333,"male",246,165
17.9166666666667,"male",283,174.8
16.8333333333333,"male",282,177
16.75,"male",282,179.1
18.25,"male",280,180.7
16.75,"male",273,176.8
17.9166666666667,"male",281,175.1
18.25,"male",267,174.8
17.3333333333333,"male",256,170.5
18.75,"male",282,179.4
18.8333333333333,"male",281,178.5
17.8333333333333,"male",308,181.4
16.5833333333333,"male",274,175
9.33333333333333,"male",217,132.7
11.1666666666667,"male",222,139
11.1666666666667,"male",221,134.5
7.33333333333333,"male",208,131.5
8.83333333333333,"male",216,133.6
11.8333333333333,"male",223,146.8
10.8333333333333,"male",215,136.9
12.25,"male",228,141.2
