DateTime,Tair,AirPress,RH,VPD,PAR,Rain,wind,winddirection
1/3/2008 4:30,18.21,101.4866669,93.9,0.128055148,0,0,0,172.9
1/3/2008 5:00,18.5,101.5,94,0.128267595,5.633333333,0,0,136.6
1/3/2008 5:30,18.81,101.5099998,94,0.1307798,56.76666667,0,0,94.9
1/3/2008 6:00,20,101.5933319,92.6,0.173688668,236.8666667,0,0.713,96.6
1/3/2008 6:30,21.87,101.5999985,83,0.447633391,466.6,0,1.185,79.4
1/3/2008 7:00,22.82,101.629998,77.9,0.61654116,574.7333333,0,1.108,67.5
1/3/2008 7:30,23.5,101.6799973,72.7,0.793570223,575.0333333,0,1.174,80.2
1/3/2008 8:00,23.69,101.6899971,69.61,0.893563321,600.9666667,0,1.371,93.5
1/3/2008 8:30,23.97,101.6933304,67.66,0.967049458,610.8,0,1.407,49.05
1/3/2008 9:00,24.41,101.6933304,63.97,1.106204031,462.5666667,0,1.326,48.85
1/3/2008 9:30,25.34,101.6933304,56.88,1.399433402,973.9666667,0,1.951,99.7
1/3/2008 10:00,26.29,101.6733307,51.08,1.679606639,1252.633333,0,2.382,71.7
1/3/2008 10:30,26.67,101.6433311,48.74,1.799824672,1427.833333,0,2.397,121.2
1/3/2008 11:00,26.89,101.6033318,47.53,1.86630866,1499.133333,0,2.304,129.8
1/3/2008 11:30,27.2,101.5999985,45.47,1.975206387,1465.033333,0,2.542,90
1/3/2008 12:00,27.17,101.5999985,45.96,1.954016217,1501.333333,0,2.562,73.8
1/3/2008 12:30,27.35,101.5999985,42.95,2.084735061,1532.8,0,2.9,107.5
1/3/2008 13:00,27.35,101.5933319,43.34,2.070483585,1560.766667,0,3.285,49.13
1/3/2008 13:30,27.61,101.5766655,42.54,2.131910749,1710.8,0,2.723,136
1/3/2008 14:00,27.59,101.5633324,43.35,2.099401218,1447.566667,0,3.103,78
1/3/2008 14:30,27,101.5599991,46.57,1.912777808,1346.733333,0,3.274,62.72
1/3/2008 15:00,27.45,101.5033333,46.91,1.951421421,1383.666667,0,3.222,62.5
1/3/2008 15:30,26.73,101.5,51.94,1.693437721,1012.433333,0,2.937,97.7
1/3/2008 16:00,25.71,101.5,53.25,1.550949025,800.1,0,3.419,85.1
1/3/2008 16:30,26.09,101.5,52.63,1.607282068,896.7,0,2.569,110.2
1/3/2008 17:00,26.09,101.5,53.46,1.579119853,758.1666667,0,2.88,72.8
1/3/2008 17:30,25.5,101.5133331,55.56,1.456053189,601.5,0,2.732,74.4
1/3/2008 18:00,24.43,101.5733322,58.2,1.284894195,176.9,0,2.266,94.8
1/3/2008 18:30,23.43,101.5966652,61.63,1.110659551,82,0,1.741,50.39
1/3/2008 19:00,22.56,101.5999985,68.73,0.858711383,34.93333333,0,1.355,49.61
1/3/2008 19:30,21.69,101.6233315,74.9,0.653689848,4.6,0,0.208,38.54
1/3/2008 20:00,21.05,101.6699974,76.2,0.595994368,0,0,0.003,32.58
1/3/2008 20:30,20.88,101.6966637,77.5,0.557582813,0,0,0.153,80.6
1/3/2008 21:00,21.1,101.6966637,74.3,0.645553153,0,0,0.806,74.4
1/3/2008 21:30,20.14,101.6999969,82.3,0.419059951,0,0,0.431,74.2
1/3/2008 22:00,19.85,101.6499977,86.9,0.304631392,0,0,0.609,101.1
1/3/2008 22:30,20.06,101.6666641,87.6,0.292129027,0,0,0.668,102.2
1/3/2008 23:00,20.15,101.6666641,87.9,0.286653271,0,0,1.301,74.2
1/3/2008 23:30,19.52,101.5999985,90.6,0.214158225,0,0.2,0.131,84.7
1/4/2008 0:00,19.37,101.5999985,92,0.180569998,0,0,0.101,86.5
1/4/2008 0:30,19.06,101.5999985,92.3,0.170474268,0,0,0.003,97.5
1/4/2008 1:00,18.75,101.5333328,92.8,0.156348273,0,0,0.003,94.1
1/4/2008 1:30,18.87,101.5,93,0.153149483,0,0.2,0.001,94.9
1/4/2008 2:00,18.75,101.5,93.3,0.145490754,0,0,0,114.8
1/4/2008 2:30,19.05,101.5,93.5,0.143817114,0,0,0.085,88
1/4/2008 3:00,19.22,101.5,93.3,0.149821603,0,0,0,63.08
1/4/2008 3:30,18.98,101.5,93.3,0.147596191,0,0,0,78.8
1/4/2008 4:00,18.51,101.5,93.4,0.141182765,0,0,0.024,93.9
1/4/2008 4:30,18.61,101.5,93.4,0.142069549,0,0,0.195,91.2
1/4/2008 5:00,18.2,101.5,93.4,0.138464508,3.633333333,0,0.015,104
1/4/2008 5:30,18.83,101.5,93.6,0.139672906,24.5,0,0.199,90.2
1/4/2008 6:00,19.28,101.5,93.1,0.154871561,78.23333333,0,0.234,80.8
1/4/2008 6:30,20.43,101.5333328,89.1,0.26273118,407.9,0,0.889,73.2
1/4/2008 7:00,21.9,101.5933319,79.5,0.540782591,562.7666667,0,1.289,61.98
1/4/2008 7:30,22.14,101.5999985,78.1,0.58623092,504.0333333,0,0.629,63.49
1/4/2008 8:00,23.06,101.5999985,72.6,0.775589451,679.2333333,0,0.617,60.94
1/4/2008 8:30,23.4,101.5966652,69.35,0.885591678,691.1666667,0,1.296,100.1
1/4/2008 9:00,24.72,101.5833321,61.32,1.209791023,1102.966667,0,1.581,111.5
1/4/2008 9:30,24.86,101.5499992,55.04,1.418015049,967.0666667,0,2.309,118.4
1/4/2008 10:00,24.91,101.5666656,50.57,1.563654792,1297.4,0,2.438,127.8
1/4/2008 10:30,25.89,101.523333,47.05,1.77547502,1670.566667,0,2.544,159.1
1/4/2008 11:00,25.98,101.5,47.8,1.759677613,1244.666667,0,2.202,117.3
1/4/2008 11:30,25.84,101.5,46.39,1.792289568,1326.6,0,2.772,171.2
1/4/2008 12:00,26.24,101.4633339,44.95,1.884499701,1632.3,0,2.706,167.7
1/4/2008 12:30,26.28,101.4000015,42.89,1.959642528,1358.566667,0,2.852,95.4
1/4/2008 13:00,26.19,101.4000015,42.24,1.971437756,1317.433333,0,2.756,126.5
1/4/2008 13:30,26.7,101.3966682,41.45,2.059422799,1675.866667,0,3.092,135.3
1/4/2008 14:00,26.76,101.3766685,41.76,2.055765168,1827.1,0,2.95,130.7
1/4/2008 14:30,26.84,101.3166695,39.86,2.132844461,1595.233333,0,2.993,135.5
1/4/2008 15:00,26.68,101.3033363,38.9,2.14658703,1542.833333,0,2.739,215.2
1/4/2008 15:30,25.89,101.3000031,41.36,1.966267331,836.0333333,0,2.616,161.1
1/4/2008 16:00,25.11,101.2966695,45.71,1.737993593,522.5666667,0,2.648,164.2
1/4/2008 16:30,26.17,101.2366659,44.56,1.890017504,1039.933333,0,2.177,70
1/4/2008 17:00,26.15,101.1999969,45.13,1.868375689,852.8,0,2.483,94.6
1/4/2008 17:30,24.23,101.2600006,54.8,1.372855671,431.4666667,0,2.807,181.3
1/4/2008 18:00,24.17,101.2866689,56.73,1.309514827,415.0333333,0,2.228,171.2
1/4/2008 18:30,23.19,101.3000031,58.45,1.185403801,152.5333333,0,2.229,188.9
1/4/2008 19:00,22.38,101.3000031,61.41,1.048198575,43.9,0,1.569,102.8
1/4/2008 19:30,21.77,101.323336,64.1,0.939540997,5.933333333,0,1.28,112.7
1/4/2008 20:00,21.2,101.3766685,65.15,0.880780132,0,0,0.95,113.9
1/4/2008 20:30,20.32,101.3966682,68.2,0.761311504,0,0,0.203,55.7
1/4/2008 21:00,18.84,101.4000015,76.7,0.508814492,0,0,0.04,131.6
1/4/2008 21:30,18.8,101.4000015,81.5,0.402985787,0,0,0.27,142.3
1/4/2008 22:00,19.96,101.4000015,76,0.56192077,0,0,0.913,113.8
1/4/2008 22:30,20.44,101.3966682,73,0.651203801,0,0,1.47,95.6
1/4/2008 23:00,20.36,101.3766685,74.6,0.609595774,0,0,1.513,95.4
1/4/2008 23:30,20.22,101.3333359,76.3,0.563897001,0,0,1.624,92.2
1/5/2008 0:00,20.16,101.3000031,78,0.521510231,0,0,1.522,94.9
1/5/2008 0:30,19.98,101.3000031,79.8,0.473536232,0,0,1.44,98
1/5/2008 1:00,19.9,101.2666677,80.1,0.464197096,0,0,1.046,97.4
1/5/2008 1:30,19.78,101.1999969,80.8,0.444548698,0,0,1.346,100.3
1/5/2008 2:00,19.66,101.1999969,81.7,0.420566813,0,0,1.705,101
1/5/2008 2:30,19.18,101.1099983,83.9,0.359122925,0,0,1.355,95.6
1/5/2008 3:00,19,101.1033318,85.2,0.326440571,0,0,1.268,94.3
1/5/2008 3:30,18.88,101.0999985,86.2,0.302111915,0,0,1.472,95
1/5/2008 4:00,18.6,101.0999985,87.7,0.264600305,0,0,0.718,96.9
1/5/2008 4:30,18.46,101.0999985,88.8,0.238833546,0,0,0.607,106.2
1/5/2008 5:00,18.39,101.1366646,89.8,0.216556873,3.2,0,0.95,125.1
1/5/2008 5:30,18.96,101.106665,87.8,0.268421951,50.66666667,0,1.513,106.2
1/5/2008 6:00,20.07,101.0999985,83.6,0.38660341,224.9333333,0,1.871,96.9
1/5/2008 6:30,21.3,101.0999985,78.3,0.551808355,444.5666667,0,2.192,95.8
1/5/2008 7:00,21.88,101.1033318,76.6,0.616530445,513.4,0,2.079,87.4
1/5/2008 7:30,21.88,101.1133316,76.5,0.61916519,418.1,0,2.25,90.9
1/5/2008 8:00,22.16,101.0999985,75.7,0.651268395,366.3666667,0,2.063,84.5
1/5/2008 8:30,22.37,101.0999985,75.6,0.662360618,411.9,0,1.603,72.6
1/5/2008 9:00,21.67,101.0999985,81.2,0.489018004,420.4333333,0,2.218,77.7
1/5/2008 9:30,22.18,101.0999985,82.6,0.466908759,791.8666667,0,2.39,73.9
1/5/2008 10:00,22.54,101.0599991,81.5,0.507415288,933.6,0,1.995,92.8
1/5/2008 10:30,23.33,101,77.1,0.658875839,739.8333333,0,2.187,92.1
1/5/2008 11:00,22.17,101,85.4,0.391535475,587.4666667,0.2,1.377,58.6
1/5/2008 11:30,23.87,100.953334,79.2,0.618246441,1397.866667,0,1.291,59.75
1/5/2008 12:00,23.77,100.9000015,78,0.649992907,748.7333333,0,0.934,197.5
1/5/2008 12:30,24.93,100.9000015,70.2,0.943810252,1099.2,0,1.042,137.6
1/5/2008 13:00,24.65,100.8866684,69.41,0.952766791,400.5333333,0,1.612,117.7
1/5/2008 13:30,22.56,100.8666687,79,0.576684971,205.6333333,0,1.123,260.4
1/5/2008 14:00,23.65,100.8000031,75.5,0.718645304,570.1,0,1.638,95.8
1/5/2008 14:30,24.35,100.7966695,74,0.795396214,885.4,0,2.503,62.92
1/5/2008 15:00,25.43,100.7600006,69.99,0.97918116,1394.733333,0,2.984,70.6
1/5/2008 15:30,24.31,100.7266652,74,0.793492072,591.4666667,0,2.588,87.9
1/5/2008 16:00,22.98,100.7333323,79.2,0.585925094,341.3333333,0,1.908,58.08
1/5/2008 16:30,23.29,100.6999969,78.4,0.619973139,417.3,0,2.145,62.57
1/5/2008 17:00,23.44,100.7099976,79.4,0.596648253,357.1333333,0,0.91,57.45
1/5/2008 17:30,22.39,100.7433329,83.3,0.453888676,147.1666667,0,1.859,69.19
1/5/2008 18:00,21.48,100.7866689,89,0.282820553,159.1,0,1.381,78.9
1/5/2008 18:30,21.53,100.8000031,89.7,0.265634711,70.36666667,0,1.093,102.4
1/5/2008 19:00,21.55,100.8000031,90.5,0.245302961,48.66666667,0,1.429,100.3
1/5/2008 19:30,21.59,100.8000031,90.5,0.245904071,3.8,0,1.092,101.4
1/5/2008 20:00,21.61,100.8000031,90.4,0.248796743,0,0,0.353,114.7
1/5/2008 20:30,21.49,100.8000031,91,0.231540355,0,0,0.543,99.6
1/5/2008 21:00,21.45,100.8166695,90.3,0.248938565,0,0,0.839,106.1
1/5/2008 21:30,21.43,100.8200027,89,0.281955871,0,0,0.485,103.4
1/5/2008 22:00,21.35,100.8000031,90.3,0.24741807,0,0,0.342,113.9
1/5/2008 22:30,21.26,100.8000031,91.2,0.223226592,0,0,0.562,116.4
1/5/2008 23:00,21.18,100.8000031,90.3,0.244851887,0,0.2,0.545,112.7
1/5/2008 23:30,21.1,100.8000031,88.9,0.278818677,0,0,0.565,112.4
1/6/2008 0:00,21.01,100.7733348,89,0.274783448,0,0,0.605,119.4
1/6/2008 0:30,20.8,100.6999969,90,0.246597763,0,0,0.145,118.4
1/6/2008 1:00,20.78,100.6999969,90.5,0.233979658,0,0,0.029,128.6
1/6/2008 1:30,20.63,100.6566643,91.1,0.217186149,0,0,0,119.6
1/6/2008 2:00,20.63,100.5999985,90.9,0.222066737,0,0,0.118,116.2
1/6/2008 2:30,20.55,100.5999985,90.2,0.237972283,0,0,0.25,112.3
1/6/2008 3:00,20.74,100.5999985,89.5,0.257973014,0,0,0.002,115.4
1/6/2008 3:30,20.7,100.5999985,90.2,0.240182416,0,0,0.003,119.2
1/6/2008 4:00,20.68,100.5999985,90.1,0.24233452,0,0,0.332,114.8
1/6/2008 4:30,20.31,100.5999985,90.4,0.229687952,0,0,1.474,100.1
1/6/2008 5:00,20.11,100.5999985,91.3,0.205596681,0.333333333,0,1.199,133.6
1/6/2008 5:30,20.5,100.5999985,89.8,0.246922788,12.83333333,0,0.184,102
1/6/2008 6:00,20.89,100.5999985,88.6,0.282682443,53.9,0,0.021,99.3
1/6/2008 6:30,21.45,100.5999985,86.4,0.349027266,169.5333333,0,0.221,108.5
1/6/2008 7:00,22.19,100.6666641,83.2,0.451083089,278.3,0,0.142,185.3
1/6/2008 7:30,22.73,100.6999969,79.6,0.566017923,323.4333333,0,0.011,223.6
1/6/2008 8:00,23.39,100.6999969,76.3,0.684367407,357.0666667,0,0.025,163.5
1/6/2008 8:30,24.68,100.6999969,70.2,0.929826943,800.8,0,0.164,156
1/6/2008 9:00,24.96,100.6999969,70.1,0.948673356,931.3,0,0.376,117.4
1/6/2008 9:30,26.12,100.6833305,66.49,1.139025627,1378.266667,0,0.474,137.4
1/6/2008 10:00,26.69,100.653331,64.81,1.237035691,1490.4,0,0.666,215.2
1/6/2008 10:30,27.66,100.6033318,60.91,1.454582655,1954.933333,0,0.639,134.7
1/6/2008 11:00,28.36,100.5899986,61.01,1.511287866,2164.1,0,1.294,244.7
1/6/2008 11:30,28.99,100.5133331,59.42,1.631460377,2302.533333,0,1.282,223.9
1/6/2008 12:00,29.3,100.4933334,58.4,1.702707171,2419.433333,0,1.774,253.2
1/6/2008 12:30,29.2,100.4233345,57.57,1.72667757,1939.9,0,2.291,254.9
1/6/2008 13:00,29.32,100.4000015,57.13,1.756716089,1489.4,0,1.709,250.8
1/6/2008 13:30,30.03,100.4000015,55.8,1.886793086,2011.766667,0,1.648,261.2
1/6/2008 14:00,31.03,100.370002,53.7,2.092817234,2067.6,0,1.379,233.1
1/6/2008 14:30,31.52,100.3033363,53.36,2.167793679,1913.533333,0,1.492,231.9
1/6/2008 15:00,32.29,100.3000031,51.02,2.378039242,1675,0,1.253,246
1/6/2008 15:30,32.98,100.2966695,47.93,2.628272018,1775.433333,0,1.424,232.2
1/6/2008 16:00,33.19,100.2900024,46.64,2.725334655,1365.733333,0,1.383,212.6
1/6/2008 16:30,32.7,100.3000031,46.87,2.639866378,1121.6,0,1.797,284.7
1/6/2008 17:00,33.05,100.3000031,45.23,2.775450214,922.1333333,0,1.521,281.4
1/6/2008 17:30,33.11,100.3000031,42.71,2.912948456,694.9666667,0,1.35,282
1/6/2008 18:00,32.48,100.3333359,45.83,2.658375806,470.6,0,1.563,278.8
1/6/2008 18:30,31.73,100.3966682,49.35,2.382402538,259.1333333,0,1.459,274.7
1/6/2008 19:00,30.74,100.4400009,52.17,2.12649083,79.03333333,0,0.988,279.2
1/6/2008 19:30,29.27,100.4933334,56.54,1.775759005,6.366666667,0,0.409,285.9
1/6/2008 20:00,27.6,100.5266663,62.82,1.378665345,0,0,0.022,203.5
1/6/2008 20:30,26.47,100.5933319,68.81,1.082303651,0,0,0.01,329.6
1/6/2008 21:00,25.49,100.6199982,74.2,0.844821454,0,0,0.004,298.3
1/6/2008 21:30,23.33,100.6966637,83.7,0.468981493,0,0,0.004,152.3
1/6/2008 22:00,23.19,100.7099976,86.2,0.393708122,0,0,0.001,61.44
1/6/2008 22:30,23.32,100.7800018,86.5,0.388185808,0,0,0.014,98.3
1/6/2008 23:00,23.21,100.8000031,88.1,0.339912531,0,0,0.194,126.6
1/6/2008 23:30,23.52,100.8000031,87.7,0.357974033,0,0,0.606,108.8
1/7/2008 0:00,23.59,100.8600021,86.5,0.39455949,0,0,0.793,76
1/7/2008 0:30,23.39,100.9000015,87.2,0.369616152,0,0,0.955,73.6
1/7/2008 1:00,23.14,100.9433342,88.9,0.315722551,0,0,2.032,91.8
1/7/2008 1:30,22.98,101,88.4,0.326765918,0,0,2.776,78
1/7/2008 2:00,22.78,101,87.4,0.350660872,0,0,1.489,106.8
1/7/2008 2:30,22.84,101,87.6,0.346352149,0,0,1.237,107.3
1/7/2008 3:00,23.03,101.0033333,84,0.452077612,0,0,1.663,98.4
1/7/2008 3:30,22.82,101.0633324,82.9,0.47705221,0,0,2.167,71.2
1/7/2008 4:00,22.24,101.0966652,82.4,0.474004089,0,0,1.783,60.41
1/7/2008 4:30,21.83,101.1166649,77.7,0.585757358,0,0,2.683,67.26
1/7/2008 5:00,21.49,101.1833305,75.1,0.640594983,0.666666667,0,1.739,70.9
1/7/2008 5:30,21.52,101.1999969,76.3,0.610843733,17.03333333,0,1.089,89.1
1/7/2008 6:00,21.52,101.1999969,74,0.670123927,59.2,0,1.229,108.3
1/7/2008 6:30,21.69,101.2233317,74,0.677128926,115.3,0,0.816,119.8
1/7/2008 7:00,22.04,101.2900024,71.3,0.763589024,218.7666667,0,1.49,107.1
1/7/2008 7:30,22.54,101.3000031,68.37,0.867543004,347.3,0,1.171,98.1
1/7/2008 8:00,23.26,101.370002,63.31,1.051186784,563.1333333,0,1.303,89.6
1/7/2008 8:30,23.85,101.4000015,60,1.187506426,730.7,0,1.745,79.7
1/7/2008 9:00,24.09,101.4000015,61.35,1.164093933,895.9666667,0,1.629,82.6
1/7/2008 9:30,24.62,101.4000015,60.36,1.232428908,1050.666667,0,1.458,86.7
1/7/2008 10:00,25.67,101.4000015,57.66,1.401317113,1295.966667,0,0.95,134.9
1/7/2008 10:30,26.02,101.4000015,57.64,1.431352176,1265.6,0,1.254,75.6
1/7/2008 11:00,26.72,101.393335,55.72,1.559328005,1517.566667,0,1.345,131.5
1/7/2008 11:30,27.17,101.3400024,54.21,1.655706931,1584.766667,0,1.089,156.6
1/7/2008 12:00,28.03,101.3000031,52.11,1.820941509,2163.366667,0,1.26,178.8
1/7/2008 12:30,27.85,101.2966695,51.93,1.808697877,1603.8,0,0.926,191.2
